code,region_code,en,ar
2987,4,Al Fawwarah,الفوارة
2988,4,Uqlat As Suqur,عقلة الصقور
2989,4,Adh Dhibiyah,الذيبية
2990,4,Qasr Ibn 'Uqayyil,قصر ابن عقيل
2991,4,Qitan,قطن
2992,4,Al Basiri,البصيري
2993,4,Al Khuraysha,الخريشاء
2994,4,Ad Dahlah,الدحلة
2995,4,An Nuqrah,النقرة
2996,4,Embary,امباري
2997,4,Al Jifn,الجفن
2998,4,Daym,ديم
2999,4,Al Humayliyah,الهميلية
3000,4,Amayir Si'idah,عماير سعيدة
3001,4,Dhawqan Ar Rakaya,ذوقان الركايا
3002,4,Ad Dahi,الضاحي
3003,4,Al Wahalan,الوهلان
3004,4,Al 'Awniyah,العونية
3005,4,Al Hufayrah,الحفيرة
3006,4,Al Ashrafiyah,الأشرفية
3007,4,Mazra'at Al Bassamiyah,مزرعة البسامية
3008,4,Ad Dal'ah,الضلعة
3009,4,Ghadfa,غدفاء
3010,4,Al Ghuraybiyah,الغريبية
3011,4,Al Fayha,الفيحاء
3012,4,Umm Ghuwayfah,أم غويفة
3013,4,Al Janah,الجناح
3014,4,Al Hazm,الحزم
3015,4,Riyad Qana,رياض قناء
3016,4,Al Mundassah,المندسة
3017,4,Ruf'ai' Al Humaymah,رفائع الحميمة
3018,4,Mudhayfir,مظيفر
3019,4,Al 'Amudah,العمودة
3020,4,Ar Rawdah,الروضة
3021,4,Abu Talh,ابو طلح
3022,4,Mihayyidah,مهيضة
3023,4,Wadi Al Nakhil,وادي النخيل
3024,4,Fayyadah,فياضة
3025,4,Kahlah,كحلة
3026,4,Ruf'ai' Al Hajrah,رفائع الحجرة
3027,4,Mishash Rukayyan,مشاش ركيان
3028,4,Abu 'Arda,أبو عرداء
3029,4,An Nasifah,الناصفة
3030,4,An Nabhaniyah,النبهانية
3031,4,Thadij,ثادج
3032,4,Rubayq,ربيق
3033,4,Samudah,سامودة
3034,4,Al Malqa,الملقاء
3035,4,Al Kharma,الخرماء
3036,4,Al Kharma Ash Shamaliyah,الخرماءالشمالية
3037,4,Al Haysuniyah,الحيسونية
3038,4,Al Qu'ayyir,القعير
3039,4,Al 'Amar,العمار
3040,3,Quraydah,قريضة
3041,3,Al Jissah,الجصة
3042,3,Abyar Ali,ابيار علي
3043,3,Abu Kabir,أبو كبير
3044,3,Ad Duwaykhilah,الدويخلة
3045,3,Al Wu'ayrah,الوعيرة
3046,4,Umm Jarfan,ام جرفان
3047,3,Al Uyun,العيون
3048,3,Al Khulayl,الخليل
3049,3,Na'amin,نعامين
3050,3,Mulayhah,مليحة
3051,3,Al 'Aqul,العاقول
3052,3,Al Har As Sufla,الحار السفلى
3053,3,Mufarrihat,مفرحات
3054,3,Al Qutay'a,القطيعاء
3055,3,Al Far',الفرع
3056,3,Al Fuqarah,الفقارة
3057,3,Arbaq,أرباق
3058,3,Al Mulaylih,المليليح
3059,3,Al Magharah,المغرة
3060,3,Abu Numasat,أبو نمصات
3061,3,Dithir,دثير
3062,3,Al 'Uqaylah,العقيلة
3063,3,Al 'Uwaynah,العوينة
3064,3,Al Khadra,الخضراء
3065,3,Ath Tha'alah,الثعلة
3066,3,Al Har Al 'Ulya,الحار العليا
3067,3,Al Mudaybi'ah,المضيبعة
3068,3,As Susi,السوسي
3069,3,Ash Shalayil,الشلايل
3070,3,Uwaydik,أويدك
3071,3,Al Gharid,الغريض
3072,3,As Sayfi,الصيفي
3073,3,Al Ghusan,الغصن
3074,3,Adh Dhamu,الظمو
3075,3,Al Tarqiyah,الطرقية
3076,3,Umm Al 'Iyal,أم العيال
3077,3,Al Malbanah,الملبنة
3078,3,Hanadh,حنذ
3079,3,Al Hindiyah,الهندية
3080,3,Al Murayr,المرير
3081,3,Ad Duhu,الدحو
3082,3,An Nuqay'a,النقيعاء
3083,3,Al Mushayniyah,المشينية
3084,3,Al Qafilah,القافلة
3085,3,Al Luthamah,اللثامة
3086,3,Al Malhah,الملحة
3087,3,Al 'Ayza,العيزاء
3088,3,An Nuqrah,النقرة
3089,3,Al Bardiyah,البردية
3090,3,Al 'Ushayrah,العشيرة
3091,3,Al Qisayyibah,القصيبة
3092,3,Ash Shuwamin,الشوامين
3093,3,Ash Shufayyah,الشفية
3094,3,Taytad,تيتد
3095,3,Al Buyayrat,البييرات
3096,3,Hurumah,هرمة
3097,3,Al 'Uthayya,العثيا
3098,7,Shiqri,شقري
3099,3,Shajwa,شجوى
3100,3,Al Buwair,البوير
3101,3,Ash Shuqrah,الشقرة
3102,3,As Suwaydirah,الصويدرة
3103,3,Al Furaysh,الفريش
3104,3,Ar Rayyan,الريان
3105,3,Al Mulaylih,المليليح
3106,3,Ar Rasi'ah,الرصيعة
3107,3,Abyar Al Mashi,ابيار الماشي
3108,3,Ruwawah,رواوة
3109,3,Al Jafr,الجفر
3110,3,Abu Diba',ابو ضباع
3111,3,Al Madiq,المضيق
3112,3,Al Akhal,الاكحل
3113,3,Al Yitimah,اليتمة
3114,3,Al Faqir,الفقير
3115,3,Al Mundassah,المندسة
3116,3,Buwat,بواط
3117,3,Al 'Usaylib,العصيلب
3118,3,Al Jifdur,الجفدور
3119,4,Miskah,مسكة
3120,4,Umm Al Mahash,أم المحاش
3121,4,'Idah,عيدة
3122,4,Ar Rafai',الرفائع
3123,4,Sumayir,صميعر
3124,1,Faydat Salam,فيضة سلام
3125,4,Tufaylah,طفيلة
3126,4,Hulaywah,حليوة
3127,4,Hurmul,هرمول
3128,1,Rawdat 'As'as,روضة عسعس
3129,4,Al Mutaywi,المطيوي
3130,4,Badai' Huwayshilah,بدائع هويشلة
3131,1,Al Kuffiyah,الكفية
3132,4,Buqay'a Al Janubiyah,بقيعاء الجنوبية
3133,4,Ar Rufayi' Al Najh,الرفايع النجج
3134,4,Adh Dhahiriyah,الظاهرية
3135,4,Al Mundassah,المندسة
3136,4,Al 'Uqlah,العقلة
3137,4,Al Qa'iyah,القاعية
3138,1,Ad Dubay'ah,الضبعية
3139,4,Badai Ad Dib'iyah,بدائع الضبعية
3140,4,Jafrat Al Jadidah,جفرة الجديدة
3141,4,Jafrah,جفرة
3142,4,Al Hamadah,الحمادة
3143,4,Badai' Mushrifah,بدائع مشرفة
3144,4,Najkh Al Janubi,نجخ الجنوبي
3145,4,Najkh Al Shamali,نجخ الشمالي
3146,4,Al Quway'iyah,القويعية
3147,4,Su'aynin,صعينين
3148,4,Laym,ليم
3149,4,As Sulaysiyah,السليسية
3150,1,Faydat Noman,فيضة نومان
3151,4,Dariyah,ضرية
3152,4,As Sum'uriyah,الصمعورية
3153,4,Salam,سلام
3154,4,Al 'Aqir,العاقر
3155,4,Badai' Riman,بدائع ريمان
3156,4,Badai' Ad Dubtan,بدائع الضبطان
3157,4,Al Ba'ja,البعجاء
3158,1,Al Hariq,الحريق
3159,1,Na'am,نعام
3160,1,Hawtat Al Hilwah,حوطة الحلوة
3161,1,Hawtat Bani Tamim,حوطة بني تميم
3162,1,Asfal Al Batin,اسفل الباطن
3163,1,Al Far'ah,الفرعة
3164,1,Al Mith'ab,المثعب
3165,1,Al Hilwah,الحلوة
3166,1,Al Haytan,الحيطان
3167,1,Wadi Al Bark,وادي البرك
3168,1,Ash Shukrah,الشكرة
3169,1,Al Faysaliyah,الفيصلية
3170,1,An Naifiyah,النايفية
3171,1,Al Qatin,القطين
3172,1,Al Kharfah,الخرفة
3173,1,Ar Rawdah,الروضة
3174,1,Layla,ليلى
3175,1,Swidana,سويدانا
3176,1,Marwan,مروان
3177,1,Wasit,واسط
3178,1,Al Hamr,الحمر
3179,1,Al Badi' Al Janubi,البديع الجنوبى
3180,1,Al Badi' Ash Shamali,البديع الشمالي
3181,1,Al Haddar,الهدار
3182,1,Saqi An Nahid,ساقي الناهض
3183,1,Al Ghayl,الغيل
3184,1,Sitarah,ستارة
3185,1,Haradah,حراضة
3186,2,Al Far'ah,الفرعة
3187,2,Al 'Uthaythi,العثيثي
3188,2,Al Hafa'ir,ا لحفائر
3189,2,As Salam,السلم
3190,2,Al Qa'iyah,القاعية
3191,2,Al Quwamah,القوامة
3192,2,Al Ghafah,الغافة
3193,2,Al Hiddah,الحدة
3194,2,Al Maghara,المغراء
3195,2,Al 'Ufayriyah,العفيرية
3196,2,Abu Miluh,أبو ملوح
3197,2,An Naghar,النغر
3198,2,As Sadr,السدر
3199,2,Al Jarr Thamiyyah,الجر ثمية
3200,2,Al Hajf,الحجف
3201,12,Ibn Ghuf,إبن غوف
3202,12,Al Mifa,الميفا
3203,12,Al Qarn,القرن
3204,12,Al Umrah,الامرة
3205,12,An Najil,النجيل
3206,12,At Tayf,الطيف
3207,12,As Sama'ah,السمعة
3208,12,Nabir,نابر
3209,12,Ad Dahi,الضاحي
3210,12,Az Zira'ah,الزرعة
3211,12,Al Ishayrah,الاشيرة
3212,12,As Sur,الصور
3213,12,Fara't Al 'Atardah,فرعة العطاردة
3214,12,Al Qahab,القهب
3215,12,Al Hashas,الحصحص
3216,12,Qurama,قراما
3217,12,Al 'Ayyash,العياش
3218,12,Al Sa'id,آل سعيد
3219,12,Al Ghasanah,الغصنة
3220,12,Qilwah,قلوة
3221,12,Ash Sha'ra',الشعراء
3222,12,Nira,نيرا
3223,12,Al Jawwah,الجوة
3224,12,Al Far',الفرع
3225,12,Al Hatafirah,الهتافرة
3226,2,Al Qari',القريع
3227,12,Al Maswadah,المسودة
3228,12,Al Hashu,الحشو
3229,2,Fara't Bani Suhaym,فرعة بني سهيم
3230,2,Al 'Uqdah,العقدة
3231,2,Al 'Awasiyah,العواصية
3232,12,Al Qusayba,القصيباء
3233,12,Ar Rahwah,الرهوة
3234,12,Al Husn,الحصن
3235,12,Ghamid Az Zinad,غامد الزناد
3236,12,Al Mukhwah,المخواة
3237,12,Nusubah,نصبة
3238,12,Nawan,ناوان
3239,6,Al Arq,العرق
3240,6,Ka'b,كعب
3241,6,Al Khadirah,الخاضرة
3242,6,Al Qarn Al Abyad,القرن الأبيض
3243,6,Ad Dahid,الدحض
3244,6,Adh Dhaharah,الظهارة
3245,6,Makhdarah,مخدرة
3246,6,Al Khadra,الخضراء
3247,6,Al Qurayyah,القرية
3248,6,Bani Mulayh,بني مليح
3249,6,Wadi Al Ghayl,وادي الغيل
3250,6,Mulayh,مليح
3251,6,Rubu' As Sarw,ربوع السرو
3252,6,Al Bukhishayf,آل بو خشيف
3253,6,Bahwan,بهوان
3254,6,Ad Daribayn,الضاربين
3255,6,Al Makhlad,آل مخلد
3256,6,Al 'Abbas,آل عباس
3257,6,Al Midrah,آل مضرة
3258,6,Ghashirah,غاشرة
3259,6,Dhabub,ذبوب
3260,6,Mijalid,مجالد
3261,6,Al Sakhaytah,آل سخيطة
3262,6,'Aballah,عبالة
3263,6,Al 'Ubayd,آل عبيد
3264,6,Al Misha'ir,آل مشاعر
3265,6,Misfirah,مسفرة
3266,6,Al Farsh,آل فرش
3267,6,Al Hufah,الحفاة
3268,6,As Surrah,الصرة
3269,6,Hawra,حوراء
3270,6,Al Qarn Wal Juhaifah,القرن والجهيفة
3271,6,Kubadah,كبدة
3272,6,Al 'Aynayn,العينين
3273,6,Tanumah,تنومة
3274,6,Al Wadiyayn,الواديين
3275,6,Billasmar,بللسمر
3276,6,Al Lajam,آل لجم
3277,6,Al Ithnayn,الاثنين
3278,6,Al Ghalfaq,آل غلفق
3279,6,Suhayban,سحيبان
3280,6,Al 'Ammarah,العمارة
3281,6,Qiyan,قيان
3282,6,Al Ghars,الغرس
3283,6,Al Hakimah,الحكيمة
3284,6,Ar Raqwah,الرقوة
3285,6,Al Al Jildah,آل الجلدة
3286,6,Mashrufah,مشروفة
3287,6,Lahmah,لاهمة
3288,6,Al Fuhayd,آل فهيد
3289,6,Al Hadba,الحدباء
3290,6,Al Sunayj,آل صنيج
3291,6,Al 'Urfan,آل عرفان
3292,6,Al Kushaym,آل كشيم
3293,6,Al Hadhyan,الحذيان
3294,6,Al 'Urfan,العرفان
3295,6,Hafidh,حافظ
3296,6,Al 'Ulubi,العلوبي
3297,6,Ar Rumadah,الرمضة
3298,6,Al 'Arin,العرين
3299,6,Turaib,فرعة طريب
3300,6,Az Zahrah,الزهرة
3301,6,Al Ma'addi,آل معدي
3302,6,Al Ghiliqah,الغلقة
3303,6,Al Jildah,الجلدة
3304,6,Al Qunbah,آل قنبة
3305,6,Ar Riba'ah,الربعة
3306,6,Al Wahabah,الوهابة
3307,6,Al Sa'idah,آل سعيدة
3308,6,Al Kulat,آل كولت
3309,6,Al Jallal,آل جلال
3310,6,Al Mihi,آل محي
3311,6,Al Hadba,الحدباء
3312,6,Al Hunjur,الحنجور
3313,6,Al Hinu,الحنو
3314,6,Al Manabiyah,المنابية
3315,6,Az Zuhayd,الزهيد
3316,6,Al Muhazmah,المحزمة
3317,6,Ad Darbayn,الدربين
3318,10,Ash Sha'aqah,الشعاقة
3319,6,'Adan,عدن
3320,6,Al Ghawl,الغول
3321,6,Diramah,درامة
3322,6,Al Al Khalaf,آل الخلف
3323,6,Al Mani',آل مانع
3324,6,Naq'ah,نقعة
3325,6,Al Ghubran,آل غبران
3326,6,Al Fuqa'is,الفقاعيس
3327,6,Al Hariqah,الحريقة
3328,6,Sarat Abidah,سراة عبيدة
3329,6,Al 'Utfah,العطفة
3330,6,Al Farshah,الفرشة
3331,6,Ar Rabuah,الربوعة
3332,6,Al Jawwah,الجوة
3333,6,Ardayn,عرضين
3334,11,Umm Al Whaht,ام الوهط
3335,11,Al Minkhali,المنخلي
3336,11,Khad Qays,خد قيس
3337,11,Al Hamdah,الحمضة
3338,11,Tirimah,تريمة
3339,11,Adh Dhahirah,الظاهرة
3340,11,Rudayyah,رضية
3341,11,Hazamah,حزامة
3342,11,Badr Al Janub,بدر الجنوب
3343,11,Al Harshaf,الحرشف
3344,11,Hadadah,هدادة
3345,11,Al Khaniq,الخانق
3346,11,Al Jifah,الجفة
3347,11,Sharurah,شرورة
3348,11,Shiqqat Al Kanawir,شقة الكناور
3349,11,At Tamani,التماني
3350,11,Al Wadi'ah,الوديعة
3351,6,Al Majma',المجمع
3352,6,Shaybat Miswarah,شيبة مسورة
3353,6,Al Thabit,آل ثابت
3354,6,Al Jirbah,الجربة
3355,6,Al Ghayl,الغيل
3356,6,Al Majza'ah,المجزعة
3357,6,Al 'Alya,آل عليا
3358,6,Al Bayda,آل بيضاء
3359,6,Al Mu'ammar,آل معمر
3360,6,Al Malhah,الملحة
3361,6,Al Hajir,الحاجر
3362,6,Alb,علب
3363,6,Al Malta,الملطاء
3364,6,Ar Rahwah,الرهوة
3365,6,Al Mijazah,المجازة
3366,6,Bin Lakram,بن لكرم
3367,6,As Salatin,السلاطين
3368,6,Al Mahjar,المحجر
3369,6,Al Wasat,الوسط
3370,6,Al 'Uqdah,العقدة
3371,6,Al Al Ash'ath,آل الأشعث
3372,6,Al 'Anthari,العنثري
3373,6,Al 'Imran,آل عمران
3374,6,Al Jihali,آل جحالي
3375,6,Al 'Araf,العرف
3376,6,Dihir,دهر
3377,6,Al Hadhirah,الحظيرة
3378,6,Al Khadra,الخضراء
3379,6,'Allaf,علاف
3380,6,Al Ya'la,آل يعلى
3381,6,Dhahran Al Janub,ظهران الجنوب
3382,6,At Talhah,الطلحة
3383,6,Al Harajah,الحرجة
3384,6,Al Kulah,الكولة
3385,6,Al Qasab,القصب
3386,6,Humran,حمران
3387,6,Al Lahwah,آل لهوة
3388,11,Al Huwaymil,الهويمل
3389,11,Bir Khubash,بئر خباش
3390,11,Al Khadra,الخضراء
3391,11,Qabil Minif,قابل منيف
3392,11,Al Hawid,الهويد
3393,11,Al Hajf,الحجف
3394,11,Ad Dawas,الدواس
3395,11,Lahumah,لاهومة
3396,11,Hubuna,حبونا
3397,11,Al Husayniyah,الحصينية
3398,10,Qarar,قرار
3399,10,Al Kadarah,الكدارة
3400,10,Al Hajanbah,الهجنبة
3401,10,Al Qa',القاع
3402,10,Ad Darb,الدرب
3403,10,Abu As Sadad,ابو السداد
3404,10,Ash Shaqiq,الشقيق
3405,10,Al Huruf,الحروف
3406,10,'Itwad,عتود
3407,10,Ramlan,رملان
3408,10,Al Minjarah,المنجارة
3409,10,Ad Dawlah,الدولة
3410,10,Misliyah,مسلية
3411,10,Al Fatihah,الفطيحة
3412,11,Al Faysaliyah,الفيصلية
3413,11,Ma'mar Riman,معمر ريمان
3414,11,Dawwah,دوح
3415,11,An Naq'a,النقعاء
3416,11,An Naq'a Hatrush,نقعاء حتروش
3417,11,Najran,نجران
3418,11,Bi'r 'Askar,بئر عسكر
3419,11,Nahuqah,نهوقة
3420,11,Al Shahi,ال شهي
3421,11,Rijla',رجلاء
3422,11,Alsuwar,آل سوار
3423,11,Al Majma',المجمع
3424,11,Al Birk,البرك
3425,11,Al 'Arayyisah,العريسة
3426,10,Rakhyah,رخية
3427,10,Ar Rayth,الريث
3428,10,Ar Rahwah,الرهوة
3429,10,'Athwan,عثوان
3430,10,Al Qa'qa',القعقاع
3431,10,Ash Shamlah,الشملاة
3432,10,As Suhayyah,السهية
3433,10,'Irab,عراب
3434,10,Al Khutwah,الخطوة
3435,10,Al Hinnayah,الحناية
3436,10,An Nafi'ah,النفيعة
3437,10,Zawza,زوزاء
3438,10,Ar Rukbah,الركبة
3439,10,Al 'Izzah,العزة
3440,10,Khuway'imah,خويعمة
3441,10,Ad Dikarah,الدخرة
3442,10,Al Khashah,الخشعة
3443,10,Al Kawabisar,الكوابسة
3444,10,Al Hayja,الهيجاء
3445,10,Al Yamaniyah,اليمانية
3446,10,Fayfa,فيفاء
3447,10,Ad Dair,الدائر
3448,10,'Aiban,عيبان
3449,10,At Taraf,الطرف
3450,10,Dhahirat As Safa,ظاهرة الصفا
3451,10,Al Qa',القاع
3452,10,Al Qatab,القتب
3453,10,Al Hiyaj,الهياج
3454,10,Al 'Uqdah,العقدة
3455,10,Al 'Aydabi,العيدابي
3456,10,Muqza',مقزع
3457,10,Harub,هروب
3458,10,Ash Shari'ah,الشريعة
3459,10,Al Hajruf,الحجروف
3460,10,Nurah,نورة
3461,10,Al Athlah,الأثلة
3462,10,Bish,بيش
3463,10,Al Hadan,الحضن
3464,10,Qouz Al Jaafrah,قوز الجعافره
3465,10,Al Haqu,الحقو
3466,10,Al Quwam,القوام
3467,10,Al Mat'an,المطعن
3468,10,Al 'Addayah,العداية
3469,10,Al Bahir,الباحر
3470,10,Al Mu'tarid,المعترض
3471,10,Nakhlan,نخلان
3472,10,Al Ghara,الغرا
3473,10,Al 'Abadilah,العبادلة
3474,10,Al 'Arish,العريش
3475,10,Mushallahah,مشلحة
3476,10,Ar Rayighah,الرايغة
3477,10,Al Malha,الملحاة
3478,10,Ad Dahna,الدهناء
3479,10,Sabya,صبيا
3480,10,Qa'im Ad Dashsh,قائم الدش
3481,10,Sabya Al Jadidah,صبيا الجديدة
3482,10,Al Kudmi,الكدمي
3483,10,Al Ashah,العشة
3484,10,As Salam Al 'Ulya,السلام العليا
3485,10,Abu Alqa'ayid,ابو القعايد
3486,10,Abu As Sala',ابو السلع
3487,10,Al 'Aliyah,العالية
3488,10,Ghawwan,غوان
3489,10,Al Husayni,الحسيني
3490,10,Al Dhabyah,الظبية
3491,10,Al Jammalah,الجمالة
3492,10,Al Sabakhah,السبخة
3493,10,Al Faqrah Najran,الفقرة نجران
3494,10,Khabt Sa'idah,خبت سعيدة
3495,10,Al Hima,الحمي
3496,10,As Sulayyil,السليل
3497,10,Al Jahw,الجهو
3498,10,Al Qamri,القمري
3499,10,Damad,ضمد
3500,10,Al Khudayrah,الخضيرة
3501,10,Alshuqayri,الشقيري
3502,10,Zabarat Rashid,زبارة رشيد
3503,10,Qanbura,قنبورة
3504,10,Bahrah,بحرة
3505,10,Al Qaim,القائم
3506,10,Al Muhsam,المحصام
3507,10,Al Hajajah,الحجاجة
3508,10,Al Jirbah,الجربة
3509,10,As Sadiliyah,السادلية
3510,10,Muraykhiyah,مريخية
3511,10,Al 'Arus,العروس
3512,10,Al Khuznah,الخزنة
3513,10,Al 'Usaylah,العسيلة
3514,10,Sadd Malaki,سد ملاكي
3515,10,Al Kutayfah,الكتيفة
3516,10,As Syabah,السيبة
3517,10,Al Marzuq,المرزوق
3518,10,Al Hariqah,الحريقة
3519,10,Ar Radd,الرد
3520,10,Dudah,دودة
3521,10,Ad Dawshiyah,الدوشية
3522,10,Umm Al Hajal,أم الحجل
3523,10,Al Muqaydir,المقيدر
3524,10,As Salamah,السلامة
3525,10,Abu Arish,ابو عريش
3526,10,Al Humayrah,الحميرة
3527,10,Falas,فلس
3528,10,Hakimah,حاكمة
3529,10,As Sayyabah,الصيابة
3530,10,Al 'Abbasiyah,العباسية
3531,10,Al Kurus,الكروس
3532,10,Al Mubayyat,المبيت
3533,10,As Sirdah,السرداح
3534,10,Al Mi'zab,المعزاب
3535,10,As Sawadi,السودي
3536,10,Al Halhalah,الحلحلة
3537,10,Wa'lan,وعلان
3538,10,Al Baysuri,البيسري
3539,10,Dayhamah,ديحمة
3540,10,Al Khalayif,الخلايف
3541,10,Al Shanamirah,الشنامرة
3542,10,Samtah,صامطة
3543,10,Al Juradiyah,الجرادية
3544,10,Abu Hajar Al Asfal,ابو حجر الاسفل
3545,10,Ad Dagharir,الدغارير
3546,10,Hakimah,حاكمة
3547,10,Hakimah Ad Dagharir,حاكمة الدغارير
3548,10,Al Qufl,القفل
3549,10,As Sirr,السر
3550,10,Al Laqyah,اللقية
3551,10,Abu Hajar Al A'la,ابو حجر الأعلى
3552,10,An Nujamiyah,النجامية
3553,10,Shi'b Adh Dhib,شعب الذئب
3554,10,Al Khawjarah,الخوجرة
3555,10,At Tuwal,الطوال
3556,10,Al Mijannah,المجنة
3558,10,Al Jadhi',الجاظع
3559,10,Ar Rukubah,الركوبة
3560,10,Muj'ur,مجعر
3561,10,Al Muwassam,الموسم
3562,11,Al Kharkhir,الخرخير
3563,10,Abu Tawq,أبو طوق
3564,10,Al 'Uqail,العقيل
3565,10,Khatb,ختب
3566,10,Sir,صير
3567,10,Al Qsar,القصار
3568,10,Al Muharq,المحرق
3569,10,Gnaba,جنابه
3570,10,New Port,الميناء الجديد
3571,10,Farasan,فرسان
3572,3,Umm Sumdayn,أم صمدين
3573,3,Al Mishran,المشران
3581,7,Bir Ibn Hermas,بئر بن هرماس
3582,5,Al Hulaysiyah,الحليسية
3583,5,Ras Umm Qusbah,راس ام قصبة
3584,10,Khabt Al Baqar,خبت البقر
3585,10,Al Hanabah,الحنبة
3586,10,Irq,عرق
3587,10,Abu Al 'Usharah,أبو العشرة
3588,10,Jarrar,جرار
3589,10,Al 'Ayshah,العيشة
3590,10,Jabal 'Abadil,جبل عبادل
3591,10,Al Bihthah,البحثة
3592,10,Al Mijazi,المجازيع
3593,10,Al Maskiyah,المسكية
3594,10,Hamayah,حمية
3595,10,As Sahhar,السحار
3596,10,Al Qasabah,القصبة
3597,10,Al 'Aridah,العارضة
3598,5,Sanabis,سنابس
3599,10,Qays,قيس
3600,10,Al Wahlah,الوحلة
3601,10,Al 'Ishwah,العشوة
3602,10,Al Fuqaha,الفقهاء
3603,10,Duhayqah,دحيقة
3604,10,Ash Shawajirah,الشواجرة
3605,10,Bakhshah,بخشة
3606,10,Al Asamilah,الاساملة
3607,10,Al Khalfah,الخلفة
3608,10,Jadi' Al Mahadin,جاضع المحاضين
3609,10,Al Khums,الخمس
3610,10,Masturah,مستورة
3611,10,As Sudad,السداد
3612,10,Az Zahabayn,الزهبين
3613,10,Sanbah,صنبة
3614,7,Al Bada',البدع
3615,10,Al Ma'buj,المعبوج
3616,10,Al Khasawiyah,الخصاوية
3617,10,Al Madayah,المضاية
3618,10,Al Badi' Wal Qarafi,البديع والقرفي
3619,10,Mizhirah,مزهرة
3620,10,Al Karbus,الكربوص
3621,10,Al Wasili,الواصلي
3622,10,Ar Rayyan,الريان
3623,10,Qamizah,قامزة
3624,10,Shahrayn,شهرين
3625,10,Al Marwah,المروة
3626,10,Adh Dhahar,الظهر
3627,10,Al 'Aqum,العقم
3628,10,As Subkhayah,الصبخاية
3629,10,Jilah,جلاح
3630,10,Ar Rahah,الراحة
3631,10,Al Mihdaf,المهدف
3632,10,Makhshush,مخشوش
3633,10,Al Khawbah,الخوبة
3634,10,Al Qahmah,القحمة
3635,10,Al Khashal,الخشل
3636,10,Al Jabiri,الجابري
3637,10,Juha,جحا
3638,10,As Sirr,السر
3639,10,Al Hajanbah,الهجنبة
3640,10,Ash Shutayfiyah,الشطيفية
3641,10,Al Hassamah,الحصامة
3642,10,Al Khadra Ash Shamaliyah,الخضراء الشمالية
3643,10,Al Suwaydiyah,السويدية
3644,10,Rashah,رعشة
3645,10,Al Mujammah,المجامة
3646,10,Al Mukhashshaliyah,المخشلية
3647,10,Al Hamidah,الحامضة
3648,10,Al Ja'diyah,الجعدية
3649,10,Al Mahamil,المحامل
3650,10,Al Hasamah,الحصمة
3651,10,Hakimah,حاكمة
3652,10,Ahad Al Musarihah,احد المسارحة
3653,10,Al Hijfar,الحجفار
3654,10,At Tahiriyah,الطاهرية
3655,10,Al Hadrur,الحضرور
3656,10,Ad Duray'iyah,الدريعية
3657,10,Al Badawi,البدوي
3658,10,Al Halliyah,الهلية
3659,10,Al Hanini,الحنيني
3660,10,Qama'ah,قمعة
3661,10,Al Minjarah,المنجارة
3662,10,Al Maqarqam,المقرقم
3663,10,Al Mahattah,المحطة
3664,10,Al Haqlah,الحقلة
3665,10,Abu Ar Radif,أبو الرديف
3666,2,King Abdullah Economic City,مدينة الملك عبدالله الاقتصادية
3667,10,Al Kharish,الخارش
3668,10,As Sahi,السهي
3669,10,Ramada,رمادا
3670,10,Rawan,روان
3671,5,Hijrat Shuhayl,هجرة شهيل
3672,1,Al Barzah,البرزة
3673,1,Umm Sidrah,أم سدرة
3674,1,Mashdhubah,مشذوبة
3675,1,Al Mufaijir,المفيجر
3676,6,Wadi Al Hayat,وادي الحياة
3677,5,Al Ahsa,الاحساء
3678,6,Tendaha,تندحة
3679,9,As Sulaimaniyah,السليمانية
3680,6,Al Wadiyayn,الواديين
3681,6,Al Fayd,الفيض
3682,6,Khatbah,ختبة
3683,1,Mushrifah,مشرفة
3684,2,Adham,اضم
3685,8,Al Khlusah,الخلصة
3686,5,As Seeh,السيح
3687,6,Hiswah,حسوة
3688,6,Al Faraain,الفرعين
3689,6,Billahmar,بللحمر
3690,6,Bahr Abu Sukaynah,بحر ابو سكينة
3691,1,Al Umaq,العمق
3692,6,Yaara,يعرى
3693,6,Al Aysh,العيش
3694,7,Sanafir Island,جزيرة صنافير
3695,7,Tiran Island,جزيرة تيران
3696,3,Salilat Juhaynah,سليلة جهينة
3697,6,Al Masqi,المسقي
3698,1,As Safwiyah,الصفوية
3699,10,Al 'Ali,آل علي
3700,5,Jawatha,جواثا
3701,13,Ar Rafi'ah,الرفيعة
3702,5,Ras Al Khair,رأس الخير
3703,3,Al Buraykah,البريكة
3704,3,Light Industrial Zone,منطقة الصناعات الخفيفة
3705,8,Shuaib As Saqa'a,شعيب الصقعاء
3706,8,Mashash Ibn Jazi,مشاش ابن جازي
3707,8,Faydat As Sammar,فيضة السمار
3708,7,Dharfi,ذرفي
3709,11,Al Mishaliyah,المشعلية
3710,8,Al Khawi,الخوي
3711,6,Al Rahmah,آل رحمة
3712,2,As Saddain,السدين
3753,1,Al Wusayta,الوسيطاء
3755,1,Al Dubayah,الضبيعة
3771,1,Al Aziziyah,العزيزيه
3788,1,Sharaf,شراف
3794,1,Al Hababiyah,الحبابيه
3813,1,Al Maghmi,المغمي
3874,1,Al Tarafiyyah,الطرفية
3901,1,As Sadryah,السدريه
3902,1,Al Huwaydyah,الهويديه
3903,1,Al Enadyah,العناديه
3905,1,Na'am,نعام
3945,1,Abu Sidr,ابو سدر
